On-Off Premise,Supplier,Brand,Brand Family,Product Num,Product Name,Package,Customer ID,Customer Name,Shipping Address,Buyer Count   2025/1,Units   2025/1,Buyer Count   2025/2,Units   2025/2,Buyer Count   2025/3,Units   2025/3,Buyer Count   2025/4,Units   2025/4,Buyer Count   2025/5,Units   2025/5,Buyer Count   2025/6,Units   2025/6,Buyer Count   2025/7,Units   2025/7,Buyer Count   2025/8,Units   2025/8,Buyer Count   2025/9,Units   2025/9,Buyer Count   2025/10,Units   2025/10,Buyer Count   2025/11,Units   2025/11,Buyer Count   2025/12,Units   2025/12,Buyer Count   2026/1,Units   2026/1,Buyer Count   2026/2,Units   2026/2,Buyer Count   2026/3,Units   2026/3,Buyer Count   2026/4,Units   2026/4,Buyer Count   2026/5,Units   2026/5,Buyer Count   2026/6,Units   2026/6,Buyer Count   2026/7,Units   2026/7
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200310,Pride & Clarke Vodka 6/1.75 L Btl,6/1.75 Liter Btl,150067,T&T Liquors (A),759 Broadway,1.00,2.00,,,,,1.00,10.00,1.00,7.00,1.00,14.00,1.00,4.00,1.00,14.00,1.00,6.00,1.00,8.00,,,,,,,,,,,1.00,7.00,1.00,8.00,1.00,10.00,,
Off Premise,OVO Vodka LLC,OVO Vodka,OVO Vodka,100912,OVO Vodka 1/12/750 mL Btl,1/12/750 mL (BO),231215,Mac & Lindy's W & S (A),530 Co Rd 515,,,,,,,,,,,,,,,1.00,12.00,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Origin Series High Wheat,Bardstown Bourbon,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,1/750ML,191604,The Village Place,31 Allen St,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Green River Single Barrel Wheated,Bardstown Green River,201075,Green River Single Barrel Wheated 1/1/750mL Btl,1/750ML,191210,Milton Inn,3 Ridge Rd & Berkshire,,,,,,,,,,,,,,,,,,,,,,,1.00,6.00,,,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Green River Rye,Bardstown Green River,201053,Green River Rye 1/750 mL,1/750ML,57006,New Milford Liquors,401 River Rd,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Green River Wheated,Bardstown Green River,201054,Green River Wheated 1/750 mL,1/750ML,190501,House of Wine & Liquor Mountain Lakes,5 Romaine Rd,,,1.00,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Local Choice Inc,Striped Pig Doppio,Striped Pig,200365,Striped Pig Doppio 1/6/750 mL Btl,1/6/750 mL,76010,Usa Wine Traders Club (Saddle Brook),66 Market St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,
Off Premise,Bardstown Bourbon Co,Green River Single Barrel GSPD#3,Bardstown Green River,201068,Green River Single Barrel GSPD#3 1/750 mL,1/750ML,27032,Cork and Barrel,217 Brook Ave.,,,,,,,,,,,,,1.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200312,Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,43006,Fairview Liq & Groc.(A),36 Anderson Avenue,,,,,,,1.00,3.00,,,1.00,2.00,1.00,3.00,,,,,,,,,,,,,,,,,,,,,1.00,3.00,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200312,Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,171318,Kearny Plaza Discount Liq,190 Passaic Ave #3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,1.00,-1.00,,
Off Premise,Bardstown Bourbon Co,Bardstown Origin Series Bourbon,Bardstown Bourbon,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,1/750ML,26014,Regalado Liq,168 Market St,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200314,Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,250049,New Seaport Liquors,184 3rd St,,,,,,,,,,,,,,,,,,,,,,,1.00,3.00,,,,,,,,,,,,,,
Off Premise,Travelers Club,TRAVELERS CLUB,Travelers Club,200402,Travelers Club Vodka 24/375 mL Btl,24/375ml Btl,170909,A2Z Wine Club,101 Plaza Center,1.00,1.00,,,,,1.00,2.00,1.00,1.00,1.00,2.00,,,1.00,2.00,,,1.00,5.00,1.00,2.00,1.00,2.00,1.00,6.00,,,,,,,1.00,2.00,,,,
Off Premise,Warwick Valley,Gin Pig,Gin Pig,200051,Gin Pig 6/750 mL Btl,6/750ml Btl,2003,Ringwood W&L,130 Skyline Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,
Off Premise,Paradisse Spirits LLC,Paradisse Fassionola Liqueur,Paradisse,100923,Paradisse Fassionola Liqueur 6/750 mL Btl,1/6/750 mL (BO),190027,Wegmans,34-A Sylvan Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,36.00,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Origin Series Bourbon,Bardstown Bourbon,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,1/750ML,60001,Bottle King (A) Dumont,95 Washington Ave,1.00,12.00,,,1.00,6.00,,,,,,,,,,,,,,,1.00,6.00,,,,,1.00,6.00,,,1.00,6.00,1.00,6.00,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Origin Series High Wheat,Bardstown Bourbon,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,1/750ML,75004,Cork & Keg (A),89 Kinderkamack Rd,,,1.00,2.00,,,1.00,4.00,,,1.00,1.00,,,1.00,2.00,,,,,1.00,2.00,1.00,5.00,,,1.00,1.00,1.00,4.00,1.00,2.00,1.00,2.00,,,1.00,2.00
Off Premise,Travelers Club,TRAVELERS CLUB,Travelers Club,200404,Traveler's Club Vodka 6/1.75 L Btl,6/1.75 Liter Btl,21026,C Town Supermarket(P),444 20th Avenue,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,1.00,5.00,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Green River Rye,Bardstown Green River,201053,Green River Rye 1/750 mL,1/750ML,190302,Basket Of Cheer Ii (Lake Hiawatha),149 N Beverwyck Rd,,,1.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Licores Artesanales,Desquite Artesanal,Desquite,200771,Desquite Artesanal 6/750 mL Btl,1/6/750 mL (BO),190917,Shop Rite Liq (A)Wharton,306 NJ-15,,,,,,,,,,,,,,,,,,,1.00,6.00,,,,,,,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Green River Bourbon 250th Army Anniversary,Bardstown Green River,201072,Green River Bourbon 250th Army Anniversary 1/750 mL,1/750ML,19027,Goffle Road Wine and More,1100 Goffle Rd,,,,,,,,,,,,,,,,,,,,,1.00,3.00,,,,,1.00,6.00,,,,,,,,,,
Off Premise,Caravella Inc,2 Canos Cheerful Frizzante Blackberry & Mint,2 Canos,200731,2 Canos Cheerful Frizzante Blackberry & Mint 1/12/750 mL Btl,1/12/750ml Btl,77009,M & M Wine & Spirits,429 Market St,1.00,-1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Prestige Beverage Group,2XO American Oak,2XO,100961,2XO American Oak 1/750 mL Btl,1/6/750 mL (BO),47004,Wides Deli & Liquor,81-85 Central Ave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,3.00
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200313,Pride & Clarke Vodka 24/375 mL Btl,24/375ml Btl,170119,Hudson Wine & Liq (P),5600 Hudson Avenue,,,1.00,2.00,1.00,1.00,1.00,2.00,1.00,3.00,1.00,2.00,1.00,4.00,1.00,2.00,1.00,2.00,,,,,,,,,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Origin Series Bourbon,Bardstown Bourbon,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,1/750ML,24017,Rainbow Liquor (P),292 Lakeview Ave,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,
Off Premise,Primos Imports LLC,Guaname Rompope,Guaname Rompope,201005,Guaname Rompope 1/12/1 L Btl,1/12/1 LTR,178020,STOP & GO LIQUORS,8101 Tonnelle Ave,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,1.00,-1.00,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200314,Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,250128,Liquor Depot,435 Rahway Ave,1.00,2.00,,,,,,,1.00,1.00,,,1.00,1.00,1.00,1.00,,,,,,,,,,,,,,,,,,,1.00,1.00,,
Off Premise,Jerzey Jungle LLC,Jerzey Jungle Juice,Jerzey Jungle,200761,Jerzey Jungle Juice 1/12/750 mL Btl,1/12/750ml Btl,20106,Super Wine Warehse(P)Pate,42 E 30th St,,,,,,,,,,,,,,,1.00,1.00,1.00,-1.00,,,,,,,,,,,,,,,,,,,,
Off Premise,Molly's,Molly's Irish Cream,Molly's,200293,Molly's Irish Cream 60/50 mL Btl,60/50ml Btl,171016,Wine Warehouse (P) (Bayonne),1 Le Fante Way,,,,,,,,,,,,,,,,,,,,,1.00,0.00,,,,,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Origin Series High Wheat,Bardstown Bourbon,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,1/750ML,12017,Shays Liquors,1489 NJ-23,,,1.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Caravella Inc,Lou Lou Bubbly Brut Rose,Caravella,200736,Lou Lou Bubbly Brut Rose 1/12/12 oz Can,1/12/12oz Can,92011,Bottle King (A) Ramsey,476 Rt 17 N,,,,,,,,,,,,,,,,,,,,,,,1.00,2.00,,,,,,,,,,,,,1.00,1.00
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200310,Pride & Clarke Vodka 6/1.75 L Btl,6/1.75 Liter Btl,152005,Quality Liquors #2,41 Evergreen Ave,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200314,Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,44016,Liquor City(A)Cliffside,494 Anderson Ave,,,,,,,1.00,1.00,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Discovery #13,Bardstown Bourbon,201074,Bardstown Discovery #13 1/750 mL Btl,1/750ML,190207,Liquor Outlet,289 Myrtle Ave,,,,,,,,,,,,,,,,,1.00,6.00,,,,,1.00,6.00,,,,,,,,,,,,,,
Off Premise,Molly's,Molly's Irish Cream,Molly's,200291,Molly's Irish Cream 6/1.75 L Btl,6/1.75 Liter Btl,46008,Bella Wine & Liquor,331 Broad Ave.,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Travelers Club,TRAVELERS CLUB,Travelers Club,200403,Travelers Club Vodka 1/12/750 mL Btl,1/12/750ml Btl,170251,Peckmans Pharmacy,227 Ocean Ave,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,1.00,1.00,,,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200311,Pride & Clarke Vodka 12/1 L Btl,12/1 Liter Btl,173033,Royal Liquors & Deli,730 Bergen Avenue,,,,,,,1.00,1.00,1.00,3.00,,,1.00,2.00,,,,,,,1.00,1.00,,,,,1.00,1.00,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Origin Series Bottle-In-Bond,Bardstown Bourbon,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,1/750ML,230902,Buy Rite Liquors Franklin,244 NJ-23,,,,,1.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Origin Series Bottle-In-Bond,Bardstown Bourbon,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,1/750ML,31004,Metro Liquors (East Rutherford),576 Paterson Ave,,,,,1.00,2.00,1.00,3.00,,,,,,,,,,,1.00,3.00,,,,,,,,,1.00,3.00,,,,,,,,
Off Premise,Travelers Club,TRAVELERS CLUB,Travelers Club,200401,Travelers Club Vodka 48/200 mL Btl,48/200ml Btl,76010,Usa Wine Traders Club (Saddle Brook),66 Market St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200313,Pride & Clarke Vodka 24/375 mL Btl,24/375ml Btl,150604,Royal Liquors,363 South Orange Ave,1.00,1.00,,,1.00,3.00,1.00,4.00,,,1.00,3.00,,,1.00,5.00,1.00,3.00,,,1.00,5.00,,,,,,,,,,,1.00,4.00,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200314,Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,150186,Buy And Savings Liquor,133 Roseville Ave,,,,,,,1.00,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Warwick Valley,Warwick Gin,Warwick Gin,200053,Warwick Gin 6/750 mL Btl,6/750ml Btl,230427,ShopRite Wine & Spirits of Newton#830,125 Water St,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Green River Bourbon 250th Army Anniversary,Bardstown Green River,201072,Green River Bourbon 250th Army Anniversary 1/750 mL,1/750ML,191710,Shop Rite Wine & Spirits Stanhope,90 Route 206,,,,,,,,,,,,,1.00,12.00,,,,,,,1.00,18.00,,,,,,,,,,,,,,,,
Off Premise,Travelers Club,TRAVELERS CLUB,Travelers Club,200403,Travelers Club Vodka 1/12/750 mL Btl,1/12/750ml Btl,178000,Wine Spot,2321 Kennedy Blvd,,,,,,,,,,,1.00,1.00,,,1.00,1.00,,,1.00,1.00,1.00,1.00,,,,,1.00,2.00,,,,,,,1.00,3.00,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200311,Pride & Clarke Vodka 12/1 L Btl,12/1 Liter Btl,170210,Eddy's Wine & Liq,490 Avenue C,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,
Off Premise,Travelers Club,TRAVELERS CLUB,Travelers Club,200404,Traveler's Club Vodka 6/1.75 L Btl,6/1.75 Liter Btl,250068,Jakob Liquors,1114-1126 Elizabeth Ave,1.00,1.00,,,,,1.00,1.00,,,,,1.00,1.00,,,,,1.00,1.00,,,,,,,1.00,1.00,,,1.00,5.00,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200314,Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,150613,Coopers Liquor & Deli,594 Orange St.,,,,,,,,,,,1.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200313,Pride & Clarke Vodka 24/375 mL Btl,24/375ml Btl,150154,Toast Of The Town,283 Scotland Rd,,,,,,,1.00,4.00,,,,,,,,,,,,,1.00,4.00,,,,,,,,,,,,,1.00,3.00,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200314,Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,250112,Ever Blue Liquors,431 N Wood Ave,1.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Savorian INC,Castellani Etichetta Gialla Pinot Noir,Castellani Etichetta Gialla,100953,Castellani Etichetta Gialla Pinot Noir 1/12/750 mL Btl,1/12/750ml Btl,32017,Wine Grand (Carlstadt),675 Paterson Ave,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,
Off Premise,Travelers Club,TRAVELERS CLUB,Travelers Club,200401,Travelers Club Vodka 48/200 mL Btl,48/200ml Btl,152003,Hawthorne Quality Liquors,340 Hawthorne Ave,,,,,,,,,,,,,,,1.00,2.00,,,,,1.00,1.00,1.00,1.00,,,,,,,1.00,1.00,,,1.00,1.00,1.00,1.00
Off Premise,US Beverage,Sammy's Kola Nut Rum,Sammy's Beach Bum,200263,Sammy's Kola Spiced Rum 1/6/750 mL Btl,1/6/750 mL (BO),24017,Rainbow Liquor (P),292 Lakeview Ave,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,
Off Premise,Local Choice Inc,Striped Pig Southern Pecan Whiskey,Striped Pig,200366,Striped Pig Southern Pecan Whiskey 1/6/750 mL Btl,1/6/750 mL,20106,Super Wine Warehse(P)Pate,42 E 30th St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,
Off Premise,Molly's,Molly's Irish Cream,Molly's,200294,Molly's Irish Cream 1/12/750 mL Btl,1/12/750ml Btl,38040,Buy Rite Discount Liquor,183 Route 46 West,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,1.00,1.00
Off Premise,Molly's,Molly's Irish Cream Salted Caramel,Molly's,200298,Molly's Irish Cream Salted Caramel 1/6/750 mL Btl,6/750ml Btl,55001,Coasters Liquors,37 Union Ave,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Origin Series Double Barrel Rye,Bardstown Bourbon,201057,Bardstown Origin Series Double Barrel Rye 1/750 mL Btl,1/750ML,40022,Buy Rite Of Hackensack,410 River St,1.00,2.00,,,,,,,,,1.00,2.00,,,,,,,,,1.00,2.00,,,,,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Green River Honey,Bardstown Green River,201077,Green River Honey 1/750 mL Btl,1/6/750 mL (BO),76010,Usa Wine Traders Club (Saddle Brook),66 Market St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,18.00,,,,
Off Premise,Travelers Club,TRAVELERS CLUB,Travelers Club,200402,Travelers Club Vodka 24/375 mL Btl,24/375ml Btl,152005,Quality Liquors #2,41 Evergreen Ave,1.00,1.00,,,,,,,,,,,1.00,2.00,1.00,2.00,,,1.00,1.00,,,,,1.00,1.00,,,,,,,1.00,2.00,,,,
Off Premise,Molly's,Molly's Irish Cream,Molly's,200299,Molly's Irish Cream Gift Set 1/6/750 mL Btl,6/750ml Btl,76010,Usa Wine Traders Club (Saddle Brook),66 Market St,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Discovery Series #11,Bardstown Bourbon,201060,Bardstown Discovery Series #11 1/750 mL Btl,1/750ML,190207,Liquor Outlet,289 Myrtle Ave,,,,,,,1.00,1.00,,,1.00,1.00,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Origin Series Bottle-In-Bond,Bardstown Bourbon,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,1/750ML,19009,Diamond Liquor,203 Diamond Bridge Ave,,,1.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200314,Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,15013,El Oasis,450 Union Ave,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Chateau Diana Winery,Chateau Diana Non-Alcoholic Red Blend,Chateau Diana,200195,Chateau Diana Non-Alcoholic Red Blend 12/750 mL Btl,1/12/750ml Btl,42004,Wine And People,260 Bergen Tpk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,
Off Premise,Molly's,Molly's Irish Cream,Molly's,200299,Molly's Irish Cream Gift Set 1/6/750 mL Btl,6/750ml Btl,50009,Riverview Liq (P),55 River Rd,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,
Off Premise,Prestige Beverage Group,2XO American Oak,2XO,100961,2XO American Oak 1/750 mL Btl,1/6/750 mL (BO),84004,Quick Stop Liquor & Wine,83 Godwin Ave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,2.00
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200310,Pride & Clarke Vodka 6/1.75 L Btl,6/1.75 Liter Btl,22032,Economy Liquors,186 5th Ave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200312,Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,25031,Lexington Liquors (Z),430 Lexington Ave,,,,,,,,,,,1.00,2.00,,,,,,,,,,,,,1.00,1.00,1.00,1.00,,,1.00,1.00,,,,,1.00,1.00
Off Premise,Bardstown Bourbon Co,Bardstown Collaboration Series Amrut,Bardstown Bourbon,201062,Bardstown Collaboration Series Amrut 1/750 mL Btl,1/750ML,190216,House of Wine & Liquor,308 E Wootton St,,,,,,,1.00,1.00,1.00,1.00,,,1.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200314,Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,21045,Dorta Liquor (A),353 21st Ave,,,,,,,,,1.00,1.00,,,,,,,,,1.00,1.00,,,,,1.00,1.00,,,,,,,,,,,,
Off Premise,Molly's,Molly's Irish Cream,Molly's,200293,Molly's Irish Cream 60/50 mL Btl,60/50ml Btl,150230,King's W & L,230 Springdale Ave,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Origin Series Bourbon,Bardstown Bourbon,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,1/750ML,67004,Beverage Barn (A),224 Livingston St,,,,,1.00,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Origin Series High Wheat,Bardstown Bourbon,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,1/750ML,31060,Bottle Republic (Rutherford),10 NJ-17,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,6.00,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Green River Rye,Bardstown Green River,201053,Green River Rye 1/750 mL,1/750ML,34009,The Wine Rack Hasbrouck Hts,69 Route 17 South,,,,,,,1.00,2.00,,,,,,,,,,,,,,,,,,,,,1.00,2.00,,,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Green River Wheated,Bardstown Green River,201054,Green River Wheated 1/750 mL,1/750ML,38018,THE BOTTLE SHOP,366 Essex St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,3.00,,,1.00,3.00,,,1.00,3.00
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200312,Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,150639,Azcona Liquors,818-820 South Orange Ave,,,,,,,1.00,2.00,1.00,3.00,,,,,,,,,,,,,,,1.00,5.00,,,1.00,5.00,1.00,6.00,,,,,1.00,6.00
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200312,Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,170187,325 Bergen Liquor,325 Bergen Avenue,1.00,8.00,1.00,5.00,,,,,1.00,1.00,1.00,4.00,,,,,,,,,,,,,,,1.00,10.00,,,,,,,1.00,3.00,,
Off Premise,Bardstown Bourbon Co,Bardstown Origin Series Bottle-In-Bond,Bardstown Bourbon,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,1/750ML,73008,Shop Rite Liq (A)Hillsdal,371 Broadway,,,1.00,3.00,,,,,1.00,3.00,,,,,1.00,3.00,,,,,,,,,,,,,1.00,3.00,,,,,1.00,3.00,,
Off Premise,Bardstown Bourbon Co,Bardstown Origin Series Bottle-In-Bond,Bardstown Bourbon,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,1/750ML,231308,Wantage Plaza Liq Outlet,205 NJ-23,,,1.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Travelers Club,TRAVELERS CLUB,Travelers Club,200401,Travelers Club Vodka 48/200 mL Btl,48/200ml Btl,150603,Quality Liquors,267 South Orange Ave,,,,,,,,,,,1.00,2.00,1.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Molly's,Molly's Irish Cream,Molly's,200292,Molly's Irish Cream 12/1 L Btl,12/1 Liter Btl,152012,Oasis Liquors & Bar,284 Lyons Ave,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Discovery #13,Bardstown Bourbon,201074,Bardstown Discovery #13 1/750 mL Btl,1/750ML,25008,Clifton Commons S & W,132 Kingsland Rd Suite 4,,,,,,,,,,,,,,,,,,,,,,,1.00,2.00,,,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Green River Bourbon,Bardstown Green River,201051,Green River Bourbon 1/750 mL Btl,1/750ML,191814,Sandy's Wine & Spirit (P) (Budd Lake),98 US Highway 46,,,,,,,1.00,12.00,,,,,,,,,,,,,,,,,,,,,1.00,6.00,,,,,,,,
Off Premise,Travelers Club,TRAVELERS CLUB,Travelers Club,200400,Travelers Club Vodka 12/1 L Btl,12/1 Liter Btl,150648,Brick City Liquors,102-106 Avon Ave,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Origin Series Bourbon,Bardstown Bourbon,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,1/750ML,49045,Liquor World,1475 Bergen Blvd,,,1.00,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Off Premise,Bardstown Bourbon Co,Bardstown Green River Wheated,Bardstown Green River,201054,Green River Wheated 1/750 mL,1/750ML,79002,Hollywd Liq&Deli (A),40 W Pleasant Ave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,6.00,,,,,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200313,Pride & Clarke Vodka 24/375 mL Btl,24/375ml Btl,250187,Urena Liquors,416 Morris Ave,,,,,,,,,,,,,1.00,1.00,,,,,,,1.00,1.00,,,,,,,,,,,1.00,2.00,,,,
Off Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200312,Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,170300,Ray's Liquors,266 Martin Luther King Dr,,,1.00,2.00,1.00,3.00,,,1.00,1.00,1.00,1.00,1.00,2.00,,,,,,,,,,,1.00,6.00,,,1.00,3.00,,,1.00,4.00,1.00,2.00,1.00,2.00
Off Premise,Travelers Club,TRAVELERS CLUB,Travelers Club,200401,Travelers Club Vodka 48/200 mL Btl,48/200ml Btl,20068,Florida Drugs (A),507 Broadway,,,,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,,,,,,,,,,,,,,
