Segment,Supplier,Brand Family,Brand,Product,Package,Servings per Case,Cases,Num Units,Tax Cost,Laid-in Cost,Discount,Participation,Full Price,Unit Price,Ext Price,Load Sheet Date
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200311 Pride & Clarke Vodka 12/1 L Btl,12/1 Liter Btl,33,0,0,$17.435355,$53.00,$0.00,$0.00,$80.00,$80.00,$0.00,5/29/2026
Spirits,Bardstown Bourbon Co,Bardstown Green River,Green River Honey,201077 Green River Honey 1/750 mL Btl,1/6/750 mL (BO),6,0.166667,1,$0.181615,$12.166667,$0.00,$0.00,$20.00,$20.00,$20.00,5/29/2026
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Origin Series Bourbon,201056 Bardstown Origin Series Bourbon 1/750 mL Btl,1/750ML,6,0.166667,1,$0.181615,$23.333333,$0.00,$0.00,$36.666667,$36.666667,$36.67,5/29/2026
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Origin Series Bottle-In-Bond,201055 Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,1/750ML,6,0.166667,1,$0.181615,$26.00,$0.00,$0.00,$40.666667,$40.666667,$40.67,5/29/2026
Spirits,Bardstown Bourbon Co,Bardstown Green River,Bardstown Green River Wheated,201054 Green River Wheated 1/750 mL,1/750ML,6,0.166667,1,$0.181615,$17.833333,$0.00,$0.00,$26.833333,$26.833333,$26.83,5/29/2026
Wine,SPYRT Worldwide,Shabo Wine,Shabo Saperavi Reserve,101071 Shabo Saperavi Reserve 1/12/750 mL Btl,1/12/750ml Btl,23,0,0,$0.00,$135.83,$0.00,$0.00,$0.00,$0.00,$0.00,5/29/2026
Spirits,Prestige Beverage Group,2XO,2XO French Oak,100962 2XO French Oak 1/750 mL Btl,1/6/750 mL (BO),6,0,0,$0.181615,$27.16,$0.00,$0.00,$37.50,$37.50,$0.00,5/29/2026
Spirits,Prestige Beverage Group,2XO,2XO American Oak,100961 2XO American Oak 1/750 mL Btl,1/6/750 mL (BO),6,0,0,$0.181615,$27.16,$3.75,$0.00,$37.50,$33.75,$0.00,5/29/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200314 Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,23,0,0,$13.076517,$41.00,$5.40,$0.00,$70.00,$64.60,$0.00,5/29/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200314 Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,23,0,0,$13.076517,$41.00,$5.40,$0.00,$70.00,$64.60,$0.00,5/29/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200314 Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,23,3,3,$13.076517,$41.00,$5.40,$0.00,$70.00,$64.60,$193.80,5/29/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200313 Pride & Clarke Vodka 24/375 mL Btl,24/375ml Btl,24,3,3,$13.076517,$49.095238,$5.75,$2.00,$71.00,$65.25,$195.75,5/29/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200311 Pride & Clarke Vodka 12/1 L Btl,12/1 Liter Btl,33,3,3,$17.435355,$53.00,$0.00,$0.00,$80.00,$80.00,$240.00,5/29/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200310 Pride & Clarke Vodka 6/1.75 L Btl,6/1.75 Liter Btl,29,1,1,$15.255936,$43.75,$2.50,$0.00,$72.00,$69.50,$69.50,5/29/2026
Wine,Lo Secco LLC,Lo Secco,Lo Secco Prosecco,101091 Lo Secco Prosecco 1/12/750 mL Btl,1/12/750ml Btl,23,3,3,$2.080313,$132.00,$30.00,$0.00,$220.00,$190.00,$570.00,5/29/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200314 Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,23,1,1,$13.076517,$41.00,$5.40,$0.00,$70.00,$64.60,$64.60,5/29/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200311 Pride & Clarke Vodka 12/1 L Btl,12/1 Liter Btl,33,1,1,$17.435355,$53.00,$0.00,$0.00,$80.00,$80.00,$80.00,5/29/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200310 Pride & Clarke Vodka 6/1.75 L Btl,6/1.75 Liter Btl,29,1,1,$15.255936,$43.75,$2.50,$0.00,$72.00,$69.50,$69.50,5/29/2026
Spirits,Bardstown Bourbon Co,Bardstown Green River,Green River Honey,201077 Green River Honey 1/750 mL Btl,1/6/750 mL (BO),6,0,0,$0.181615,$12.166667,$0.833333,$0.00,$20.00,$19.166667,$0.00,5/29/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200312 Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,13,1,1,$13.948284,$52.50,$0.00,$0.00,$78.00,$78.00,$78.00,5/29/2026
Spirits,Travelers Club,Travelers Club,TRAVELERS CLUB,200402 Travelers Club Vodka 24/375 mL Btl,24/375ml Btl,24,3,3,$13.076517,$39.45,$28.50,$0.00,$64.50,$36.00,$108.00,5/29/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200311 Pride & Clarke Vodka 12/1 L Btl,12/1 Liter Btl,33,0,0,$17.435355,$53.00,$0.00,$0.00,$80.00,$80.00,$0.00,5/29/2026
Spirits,Travelers Club,Travelers Club,TRAVELERS CLUB,200402 Travelers Club Vodka 24/375 mL Btl,24/375ml Btl,24,0,0,$13.076517,$39.45,$28.50,$0.00,$64.50,$36.00,$0.00,5/29/2026
Spirits,Travelers Club,Travelers Club,TRAVELERS CLUB,200401 Travelers Club Vodka 48/200 mL Btl,48/200ml Btl,13,0,0,$13.948284,$45.57,$3.50,$0.00,$71.50,$68.00,$0.00,5/29/2026
