Sales Rep Assigned,Customer Num,Customer Name,Premise,Draft Package,Shipping Address,City,County,Distribution Area,Area,Buyer Count   2026,Cases   2026
Robin Feldman,3012,Tree Tavern (A),On Premise,3) Package Only,17 Park St,Wanaque,Passaic,Passaic-FF,Passaic-FF,1,89.00
Matt Powierski,33003,Segovia,On Premise,3) Package Only,150 Moonachie Road,Moonachie,Bergen,Bergen,Bergen,1,89.00
Nick Melissari,94009,Oakland Diner,On Premise,3) Package Only,72 Ramapo Valley Rd,Oakland,Bergen,Bergen,Bergen,1,88.00
Allison Scott,12014,Olive Garden (A) Wayne,On Premise,2) Draft and Package,83 Route 23 South,Wayne,Passaic,Passaic,Passaic,1,88.00
Derrick Laws,20038,Patsy's (A) Tavern,On Premise,2) Draft and Package,72 7th Ave,Paterson,Passaic,Passaic,Passaic,1,88.00
Robin Feldman,29039,Lee's Hawaiian (P),On Premise,3) Package Only,768 Stuyvesant Ave,Lyndhurst,Bergen,Bergen,Bergen,1,87.00
Nick Melissari,49043,De Novo European Pub,On Premise,2) Draft and Package,1257 River Rd,Edgewater,Bergen,Bergen,Bergen,1,87.00
Allison Scott,25004,Matthews Italian Rest,On Premise,3) Package Only,1131 Bloomfield Avenue,Clifton,Passaic,Passaic,Passaic,1,87.00
Robin Feldman,9009,Cedar Crest Village(607),On Premise,2) Draft and Package,1 Cedar Crest Drive,Pompton Plains,Morris,Morris 3,Morris 3,1,87.00
Nick Melissari,80017,Season's 52,On Premise,3) Package Only,1 Garden State Plaza,Paramus,Bergen,Sales,Sales,1,87.00
Robin Feldman,93018,Courtyard Mahwah,On Premise,2) Draft and Package,140 Rt 17 S,Mahwah,Bergen,Bergen,Bergen,1,86.67
Jim Heaney,28030,Carlitos,On Premise,2) Draft and Package,185 River Rd,North Arlington,Bergen,Sales,Sales,1,86.00
Brian Sengebush,190807,The Club (NAFIB4-22-A-0036),On Premise,2) Draft and Package,Picatinny Arsenal 121 buffington road,Picatinny,Morris,Morris 1,Morris 1,1,85.00
Robin Feldman,50032,Vfw 5561 Bogota,On Premise,3) Package Only,241 W Shore Ave,Bogota,Bergen,Bergen,Bergen,1,84.00
Brian Sengebush,191718,Bell's Mansion,On Premise,2) Draft and Package,11 Main St,Stanhope,Sussex,Sussex,Sussex,1,84.00
Chris Payton,76014,Que Pasta (A),On Premise,3) Package Only,326 Market St,Saddle Brook,Bergen,Bergen,Bergen,1,83.00
Brian Sengebush,190217,Nostrana Ristorante,On Premise,2) Draft and Package,91 Elcock Ave,Boonton,Morris,Morris 1,Morris 1,1,83.00
Brian Sengebush,190723,Muldoon's Steak & Pub,On Premise,2) Draft and Package,301 Mt Hope Ave,Rockaway,Morris,Morris 1,Morris 1,1,83.00
Paul Mclaughlin,62002,Rudy's Pizzeria (P),On Premise,3) Package Only,65 Closter Plaza,Closter,Bergen,Bergen,Bergen,1,83.00
Paul Mclaughlin,69005,Let's Meat Steakhouse,On Premise,2) Draft and Package,625 Rivervale Rd,Rivervale,Bergen,Bergen,Bergen,1,82.00
Mike Ast,87006,Hohokus Inn & Tavern,On Premise,2) Draft and Package,1 Franklin Tpke,Hohokus,Bergen,Bergen,Bergen,1,82.00
Robin Feldman,230108,Vfw 7248 Sparta,On Premise,3) Package Only,66 Main St,Sparta,Sussex,Sussex,Sussex,1,82.00
Nick Melissari,29036,Mr.Bruno's,On Premise,2) Draft and Package,439 Valley Brook Ave,Lyndhurst,Bergen,Bergen,Bergen,1,82.00
Allison Scott,12054,Red Lobster 225 Wayne,On Premise,2) Draft and Package,520 Us-46,Wayne,Passaic,Passaic,Passaic,1,82.00
Robin Feldman,8016,Elks Pompton Lakes,On Premise,3) Package Only,1 Perrin Avenue,Pompton Lakes,Passaic,Passaic,Passaic,1,82.00
Paul Mclaughlin,41001,Casual Habana Cafe(Hack),On Premise,2) Draft and Package,125 Main St,Hackensack,Bergen,Bergen,Bergen,1,81.00
Brian Sengebush,230402,Bella Italio Rest.(P),On Premise,2) Draft and Package,448 Us Highway 206 S,Newton,Sussex,Sussex,Sussex,1,81.00
Robin Feldman,32031,Spring Hill Suites Carlstadt,On Premise,3) Package Only,192 Paterson Plank Road,Carlstadt,Bergen,Bergen,Bergen,1,81.00
Robin Feldman,230934,Wallkill Golf Club,On Premise,2) Draft and Package,34 Maple Rd,Franklin,Sussex,Sussex,Sussex,1,80.00
Dan Lagala,53007,Giovanni's Bicycle Club,On Premise,2) Draft and Package,487 Sylvan Ave,Englewood Cliff,Bergen,Bergen,Bergen,1,80.00
Brian Sengebush,190925,Olive Garden Rockaway,On Premise,2) Draft and Package,323 Mt Hope Ave.,Rockaway,Morris,Morris 1,Morris 1,1,80.00
Nick Melissari,31030,Al-Di-La' (P),On Premise,2) Draft and Package,1 Hoboken Rd,East Rutherford,Bergen,Bergen,Bergen,1,79.00
Dan Lagala,53001,Brownstone Pancake Factor,On Premise,2) Draft and Package,717 E Palisade Ave,Englewood Cliff,Bergen,Bergen,Bergen,1,79.00
Robin Feldman,191524,GRIFFIN & HOWE,On Premise,3) Package Only,270 STANHOPE SPARTA RD,Andover,Sussex,Sussex,Sussex,1,79.00
Allison Scott,19002,Puzo's Pizza,On Premise,2) Draft and Package,4 Garfield Ave,Hawthorne,Passaic,Passaic,Passaic,1,78.00
Nick Melissari,31055,The Game Room,On Premise,2) Draft and Package,1 American Dream Way,East Rutherford,Bergen,Bergen,Bergen,1,78.00
Robin Feldman,230126,Hudson Farm Club,On Premise,3) Package Only,270 Stanhope Sparta Rd,Andover,Sussex,Sussex,Sussex,1,78.00
Robin Feldman,13007,American Lgn 108 (Z) Little Falls,On Premise,3) Package Only,591 Main St,Little Falls,Passaic,Passaic,Passaic,1,77.00
Paul Mclaughlin,81027,RP Prime Steakhouse,On Premise,2) Draft and Package,41-11 Rte 4 W,Fair Lawn,Bergen,Bergen,Bergen,1,76.17
Chris Payton,80023,Red Lobster Paramus,On Premise,2) Draft and Package,211 Rt 17,Paramus,Bergen,Bergen,Bergen,1,76.00
Nick Melissari,88007,Charlie's Place,On Premise,2) Draft and Package,18 W Prospect St,Waldwick,Bergen,Bergen,Bergen,1,76.00
Robin Feldman,50038,Hampton Inn & Suites,On Premise,3) Package Only,1 Glenwood Ave,Teaneck,Bergen,Bergen,Bergen,1,76.00
Brian Sengebush,230421,The Sizzle BBQ Argentinian Steak House,On Premise,2) Draft and Package,216 Woodside Ave,Newton,Sussex,Sussex,Sussex,1,76.00
Anthony Palmisano,3014,Il Palazzo (Z),On Premise,3) Package Only,600 Ringwood Ave,Wanaque,Passaic,Passaic-FF,Passaic-FF,1,75.00
Nick Melissari,32010,Segovia Meson,On Premise,2) Draft and Package,645 Washington Ave,Carlstadt,Bergen,Bergen,Bergen,1,74.00
Robin Feldman,230910,American Lgn Franklin,On Premise,3) Package Only,Legion Pl,Franklin,Sussex,Sussex,Sussex,1,74.00
Dan Lagala,46010,So Noon Nan Jib,On Premise,2) Draft and Package,238 Broad Ave,Palisades Park,Bergen,Bergen,Bergen,1,74.00
Anthony Palmisano,231001,Atlantic Man Rodozio Stk,On Premise,2) Draft and Package,83 Main St,Ogdensburg,Sussex,Sussex,Sussex,1,72.00
Javier Melo,24042,Made in Miami Bar Bistro,On Premise,2) Draft and Package,39 Harding Ave,Clifton,Passaic,Passaic,Passaic,1,72.00
Paul Mclaughlin,69011,Green Point Restaurant,On Premise,2) Draft and Package,15 Rivervale Rd,Rivervale,Bergen,Bergen,Bergen,1,72.00
Robin Feldman,230417,Hampton (P) Diner,On Premise,3) Package Only,36 Hampton House Rd,Newton,Sussex,Sussex,Sussex,1,72.00
Nick Melissari,31048,Song'E Napule,On Premise,2) Draft and Package,106 Park Ave,Rutherford,Bergen,Bergen,Bergen,1,72.00
Chris Payton,47019,Hilton Garden Inn Ridgefield Park,On Premise,2) Draft and Package,70 Challenger Rd,Ridgefield Park,Bergen,Bergen,Bergen,1,71.00
Robin Feldman,34019,Home2 Suites by Hilton,On Premise,2) Draft and Package,377 RT 17 S,Hasbrouck Heights,Bergen,Bergen,Bergen,1,71.00
Robin Feldman,6005,Smoke Rise Club (P),On Premise,2) Draft and Package,9 Perimeter Road,Kinnelon,Morris,Morris 3,Morris 3,1,71.00
Allison Scott,3007,Kitchen & Beer Bar,On Premise,2) Draft and Package,1093 Ringwood Ave,Haskell,Passaic,Passaic-FF,Passaic-FF,1,71.00
Paul Mclaughlin,61002,Haworth Golf Club(A),On Premise,2) Draft and Package,5 Lake Shore Dr,Haworth,Bergen,Bergen,Bergen,1,71.00
Paul Mclaughlin,57011,Casual Habana Cafe (P),On Premise,2) Draft and Package,200 Main St,New Milford,Bergen,Bergen,Bergen,1,70.00
Nick Melissari,29014,Bar 503,On Premise,2) Draft and Package,503 Valley Brook Ave,Lyndhurst,Bergen,Sales,Sales,1,70.00
Robin Feldman,12025,Vila Verde (P) Rest.,On Premise,3) Package Only,120 Terhune Dr,Wayne,Passaic,Passaic,Passaic,1,70.00
Robin Feldman,191202,Casa Bianca (P),On Premise,2) Draft and Package,5266 Berkshire Valley Rd,Oak Ridge,Morris,Morris 1,Morris 1,1,70.00
Nick Melissari,94005,Cenzino's (P),On Premise,3) Package Only,589 Ramapo Valley Rd,Oakland,Bergen,Bergen,Bergen,1,70.00
Nick Melissari,92003,Bar Boutique,On Premise,2) Draft and Package,110 E Main St,Ramsey,Bergen,Bergen,Bergen,1,70.00
Dan Lagala,46020,Third Floor Cafe,On Premise,2) Draft and Package,232 Broad Ave 3rd Floor,Palisades Park,Bergen,Sales,Sales,1,70.00
Chris Payton,76012,Excelsior (Z),On Premise,3) Package Only,190 Rte 46,Saddle Brook,Bergen,Bergen,Bergen,1,68.00
Allison Scott,24027,Mario's Rest,On Premise,2) Draft and Package,710 Van Houten Ave,Clifton,Passaic,Passaic,Passaic,1,68.00
Office Tell Sell,52038,Grissini's Restaurant,On Premise,3) Package Only,484 Sylvan Ave,Englewood Cliff,Bergen,Bergen,Bergen,1,67.00
Robin Feldman,31022,Candlewick,On Premise,3) Package Only,179 Paterson Ave,East Rutherford,Bergen,Bergen,Bergen,1,67.00
Paul Mclaughlin,74010,Osteria Crescendo,On Premise,2) Draft and Package,36 Jefferson Ave,Westwood,Bergen,Bergen,Bergen,1,66.00
Paul Mclaughlin,60014,Pop(xo) Taco,On Premise,3) Package Only,20 E. Madison Ave,Dumont,Bergen,Bergen,Bergen,1,65.00
Nick Melissari,29045,Teros Snack Bar,On Premise,2) Draft and Package,224 Ridge Rd,Lyndhurst,Bergen,Bergen,Bergen,1,65.00
Robin Feldman,15049,Francesco's In The Park,On Premise,2) Draft and Package,568 Mc Bride Ave,Woodland Park,Passaic,Passaic,Passaic,1,64.00
Robin Feldman,43033,American Lgn Fairview (A),On Premise,2) Draft and Package,110 Anderson Ave,Fairview,Bergen,Bergen,Bergen,1,64.00
Robin Feldman,2010,Skyline Lakes Prop Owners,On Premise,2) Draft and Package,103 Skyline Lakes Dr,Ringwood,Passaic,Passaic-FF,Passaic-FF,1,63.17
Robin Feldman,191403,Davy's Dogs,On Premise,2) Draft and Package,14 Howard Blvd,Mt Arlington,Morris,Morris 1,Morris 1,1,63.00
Robin Feldman,42001,Garden Shabu,On Premise,3) Package Only,1 Valley Road,Little Ferry,Bergen,Bergen,Bergen,1,63.00
Office Tell Sell,76007,Matsuya,On Premise,3) Package Only,490 Market St,Saddle Brook,Bergen,Bergen,Bergen,1,63.00
Allison Scott,12018,KRIOS Prime,On Premise,2) Draft and Package,344 French Hill Road,Wayne,Passaic,Passaic,Passaic,1,63.00
Nick Melissari,40030,JINYA Ramen Bar (Hackensack),On Premise,2) Draft and Package,390 Hackensack Ave,Hackensack,Bergen,Sales,Sales,1,61.00
Dan Lagala,46031,Kang Ho Dong,On Premise,3) Package Only,329 Bergen Blvd,Palisades Park,Bergen,Bergen,Bergen,1,60.00
Nick Melissari,30031,Paisano's,On Premise,2) Draft and Package,132 Park Ave,Rutherford,Bergen,Bergen,Bergen,1,60.00
Allison Scott,12010,Fogo de Chao (Wayne),On Premise,2) Draft and Package,1400 Willowbrook Mall,Wayne,Passaic,Sales,Sales,1,60.00
Brian Sengebush,191609,Ron's Landmark,On Premise,2) Draft and Package,85 Main St,Netcong,Morris,Morris 1,Morris 1,1,60.00
Robin Feldman,34014,Hasbrouck Heights Elks,On Premise,3) Package Only,128 Baldwin Ave,Hasbrouck Heights,Bergen,Bergen,Bergen,1,60.00
Brian Sengebush,190803,Germania Park,On Premise,2) Draft and Package,56 Conger St.,Dover,Morris,Morris 1,Morris 1,1,59.00
Brian Sengebush,190724,PF Changs,On Premise,2) Draft and Package,375 mountain ave rockaway mall,Rockaway,Morris,Morris 1,Morris 1,1,59.00
Paul Mclaughlin,52003,Cassies (A),On Premise,2) Draft and Package,18 S Dean St,Englewood,Bergen,Bergen,Bergen,1,59.00
Nick Melissari,49060,Franco's Metro Rest (P),On Premise,2) Draft and Package,1475 Bergen Blvd,Fort Lee,Bergen,Bergen,Bergen,1,59.00
Anthony Palmisano,230925,Springs Bistro Biosphere,On Premise,2) Draft and Package,3 Wild Turkey Way,Hamburg,Sussex,Sussex,Sussex,1,58.00
Robin Feldman,84021,Upper Ridgewood Tennis(A),On Premise,3) Package Only,915 Glenview Road,Ridgewood,Bergen,Bergen,Bergen,1,58.00
Robin Feldman,230433,Stillwater Area Vol Fire,On Premise,3) Package Only,929 Stillwater Rd,Stillwater,Sussex,Sussex,Sussex,1,58.00
Matt Powierski,37075,Deja Vu (Z),On Premise,3) Package Only,50 River Drive,Garfield,Bergen,Bergen,Bergen,1,58.00
Robin Feldman,28033,Homewood Suites By Hilton,On Premise,3) Package Only,125 Rt.17 South,East Rutherford,Bergen,Bergen,Bergen,1,58.00
Robin Feldman,191301,Lake Hopatcong Yacht Club,On Premise,2) Draft and Package,75 N Bertrand Rd,Mt Arlington,Morris,Morris 1,Morris 1,1,58.00
Robin Feldman,94011,Elks Post 2167,On Premise,2) Draft and Package,33 Ramapo Valley Rd,Oakland,Bergen,Bergen,Bergen,1,56.00
Robin Feldman,190210,Matta Donna (Z),On Premise,2) Draft and Package,304 Myrtle Ave,Boonton,Morris,Morris 1,Morris 1,1,56.00
Dan Lagala,49050,Bada Story (Z),On Premise,3) Package Only,799 Abbott Blvd,Fort Lee,Bergen,Bergen,Bergen,1,56.00
Nick Melissari,85003,Arturo's Restaurnt,On Premise,2) Draft and Package,41 Central Ave,Midland Park,Bergen,Bergen,Bergen,1,56.00
Nick Melissari,30032,Panebianco Cucina Italiana,On Premise,2) Draft and Package,88 Park Ave,Rutherford,Bergen,Bergen,Bergen,1,55.00
Dan Lagala,44001,Brazeiro Churrascaria,On Premise,2) Draft and Package,442 Anderson Ave,Cliffside Park,Bergen,Sales,Sales,1,55.00
Chris Payton,78011,Nanni's (A),On Premise,3) Package Only,53 W Passaic St,Rochelle Park,Bergen,Bergen,Bergen,1,55.00
Nick Melissari,41009,TRUE FOOD,On Premise,3) Package Only,390 HACKENSACK AVE,Hackensack,Bergen,Sales,Sales,1,54.00
Pablo Lopez,22025,Dulce Patria,On Premise,2) Draft and Package,913 Main St,Paterson,Passaic,Passaic,Passaic,1,54.00
Robin Feldman,190608,Cedar Lake Club,On Premise,2) Draft and Package,134 Cedar Lake E,Denville,Morris,Morris 1,Morris 1,1,54.00
Paul Mclaughlin,54005,The 130 Club,On Premise,3) Package Only,130 County Rd,Tenafly,Bergen,Bergen,Bergen,1,54.00
Paul Mclaughlin,76009,The Plank Pizza And Bar,On Premise,2) Draft and Package,383 Market St,Saddle Brook,Bergen,Bergen,Bergen,1,54.00
Nick Melissari,30012,Elks Post 547 (A),On Premise,2) Draft and Package,48 Ames Avenue,Rutherford,Bergen,Bergen,Bergen,1,54.00
Nick Melissari,32026,Gianna's (Z),On Premise,3) Package Only,843 Washington Ave,Carlstadt,Bergen,Bergen,Bergen,1,54.00
Anthony Palmisano,1004,The Vreeland Store,On Premise,2) Draft and Package,1383 Macopin Road,West Milford,Passaic,Passaic-FF,Passaic-FF,1,53.00
Allison Scott,14016,JINYA Ramen Bar,On Premise,2) Draft and Package,465 Rt 46 West,Totowa,Passaic,Passaic,Passaic,1,52.00
Dan Lagala,44043,Mythos Greek Taverna,On Premise,2) Draft and Package,352 Anderson Ave,Cliffside Park,Bergen,Sales,Sales,1,52.00
Nick Melissari,49013,Cuba 57,On Premise,2) Draft and Package,2139 Hudson Terrace,Fort Lee,Bergen,Bergen,Bergen,1,51.00
Nick Melissari,80062,Hampton Inn Paramus,On Premise,3) Package Only,625 From Rd,Paramus,Bergen,Bergen,Bergen,1,51.00
Robin Feldman,190301,American Lgn Lake Hiawath,On Premise,3) Package Only,91 N Beverwyck Rd,Lake Hiawatha,Morris,Morris 1,Morris 1,1,51.00
Robin Feldman,73004,Osso Buco,On Premise,3) Package Only,343 Broadway,Hillsdale,Bergen,Bergen,Bergen,1,51.00
Office Tell Sell,76008,Saddle Brook (A) Diner,On Premise,3) Package Only,30 Market St,Saddle Brook,Bergen,Bergen,Bergen,1,50.00
Nick Melissari,31007,Nizi Japanese,On Premise,3) Package Only,340 Paterson Ave,East Rutherford,Bergen,Bergen,Bergen,1,50.00
Dave Ehlers,52013,Lulu Lounge,On Premise,2) Draft and Package,63 Nathaniel Pl,Englewood,Bergen,Bergen,Bergen,1,50.00
Dan Lagala,49074,Dong Bang Grill,On Premise,3) Package Only,1616 Palisade Ave,Fort Lee,Bergen,Bergen,Bergen,1,50.00
Robin Feldman,80033,Elks Post 2001 Paramus,On Premise,2) Draft and Package,200 Rt 17,Paramus,Bergen,Bergen,Bergen,1,50.00
Robin Feldman,230305,Casa Bellisma (A),On Premise,3) Package Only,269 Newton Sparta Rd,Andover,Sussex,Sussex,Sussex,1,50.00
Office Tell Sell,49025,Flemings Stkhse (P),On Premise,3) Package Only,90 Promanade Ave,Edgewater,Bergen,Bergen,Bergen,1,49.00
Robin Feldman,29041,Masonic (A) Club,On Premise,2) Draft and Package,316 Riverside Ave,Lyndhurst,Bergen,Bergen,Bergen,1,48.00
Dan Lagala,53002,Mr Bbq,On Premise,3) Package Only,150 Sylvan Way,Englewood Cliff,Bergen,Bergen,Bergen,1,48.00
Robin Feldman,190717,Luzzi's (Z),On Premise,3) Package Only,439 Green Pond Rd,Rockaway,Morris,Morris 1,Morris 1,1,48.00
Matt Powierski,37060,Pazza Luna (P),On Premise,3) Package Only,52 Chestnut St,Garfield,Bergen,Bergen,Bergen,1,47.00
Dan Lagala,45018,Duri Pocha,On Premise,2) Draft and Package,441 Broad Ave,Ridgefield,Bergen,Bergen,Bergen,1,47.00
Pablo Lopez,25086,Con Sabor A Peru (A),On Premise,3) Package Only,109 Lakeview Ave,Clifton,Passaic,Passaic,Passaic,1,46.00
Brian Sengebush,191500,Lake Hopatcong Cruises,On Premise,3) Package Only,37 Nolans Point Park Rd,Lake Hopatcong,Morris,Morris 1,Morris 1,1,45.00
Robin Feldman,50028,Amarone (P),On Premise,3) Package Only,63 Cedar Lane,Teaneck,Bergen,Bergen,Bergen,1,44.00
Robin Feldman,231005,Ogdensburg Fire Dept,On Premise,3) Package Only,30 Main St,Ogdensburg,Sussex,Sussex,Sussex,1,44.00
Paul Mclaughlin,71007,103 Prime Time,On Premise,3) Package Only,103 Spring Valley Rd,Park Ridge,Bergen,Bergen,Bergen,1,44.00
Robin Feldman,58003,River Edge Diner & Rest.,On Premise,2) Draft and Package,516 Kinderkamack Road,River Edge,Bergen,Bergen,Bergen,1,44.00
Anthony Palmisano,231311,Indian Spice Route 23,On Premise,2) Draft and Package,455 NJ-23,Wantage,Sussex,Sales,Sales,1,44.00
Nick Melissari,79010,Ruth's Chris Steakhouse (Maywood),On Premise,2) Draft and Package,83 W. Spring Valley Ave,Maywood,Bergen,Bergen,Bergen,1,43.00
Robin Feldman,70009,Montvale Fire Company,On Premise,2) Draft and Package,35 W Grand Ave,Montvale,Bergen,Bergen,Bergen,1,43.00
Paul Mclaughlin,52026,Englewood Field Club,On Premise,2) Draft and Package,341 Engle St,Englewood,Bergen,Bergen,Bergen,1,43.00
Anthony Palmisano,230921,ACQUAVIVA RESTAURANT,On Premise,2) Draft and Package,87 NJ-23,Hamburg,Sussex,Sales,Sales,1,43.00
Dan Lagala,44039,Villa Amalfi,On Premise,3) Package Only,793 Palisade Ave,Cliffside Park,Bergen,Bergen,Bergen,1,43.00
Alisa Acciardi,24057,Mighty Quinns Bbq,On Premise,2) Draft and Package,850 Rte 3 West (Ste 115),Clifton,Passaic,Passaic,Passaic,1,43.00
Robin Feldman,58008,K Of C River Edge,On Premise,2) Draft and Package,770 Kindekamack Rd,River Edge,Bergen,Bergen,Bergen,1,43.00
Robin Feldman,71009,American Lgn Park Ridge,On Premise,2) Draft and Package,118 Ridge Ave,Park Ridge,Bergen,Bergen,Bergen,1,42.00
Robin Feldman,231306,American Lgn 213 Sussex,On Premise,3) Package Only,915 NJ-23,Sussex,Sussex,Sussex,Sussex,1,42.00
Pablo Lopez,24049,Hornitos Bakery,On Premise,2) Draft and Package,1094 Main Ave.,Clifton,Passaic,Sales,Sales,1,42.00
Paul Mclaughlin,54012,Axia Taverna,On Premise,2) Draft and Package,18 Piermont Rd,Tenafly,Bergen,Bergen,Bergen,1,42.00
Paul Mclaughlin,65003,Verana,On Premise,2) Draft and Package,530 Livingston St,Norwood,Bergen,Bergen,Bergen,1,41.00
Anthony Palmisano,1014,Chido Mexican Kitchen,On Premise,2) Draft and Package,665 Warwick Turnpike,Hewitt,Passaic,Passaic,Passaic,1,41.00
Chris Payton,80010,Suburban Diner,On Premise,2) Draft and Package,172 Route 17 N,Paramus,Bergen,Bergen,Bergen,1,41.00
Pablo Lopez,22036,Tease (P),On Premise,3) Package Only,168 Getty Avenue,Paterson,Passaic,Passaic,Passaic,1,40.00
Dan Lagala,49029,Obaltan,On Premise,3) Package Only,799 Abbott Blvd,Fort Lee,Bergen,Bergen,Bergen,1,40.00
Robin Feldman,15077,E & V (A) Restaurant,On Premise,3) Package Only,320 Chamberlain Ave,Paterson,Passaic,Passaic,Passaic,1,40.00
Mike Ast,84006,Roots Ridgewood (A),On Premise,3) Package Only,17 Chestnut St,Ridgewood,Bergen,Bergen,Bergen,1,40.00
Nick Melissari,45020,Tutto A Modo Mio,On Premise,2) Draft and Package,482 Bergen Blvd,Ridgefield,Bergen,Sales,Sales,1,40.00
Robin Feldman,40027,Cigarro Bar and Lounge,On Premise,2) Draft and Package,91 Main St,Hackensack,Bergen,Sales,Sales,1,39.00
Office Tell Sell,15054,Blue Palace (A),On Premise,3) Package Only,4 North Bridge Street,Paterson,Passaic,Passaic,Passaic,1,39.00
Dan Lagala,49069,Pho 32,On Premise,2) Draft and Package,1645 Lemoine Ave,Fort Lee,Bergen,Bergen,Bergen,1,39.00
Nick Melissari,28021,Brazilian Spices Steakhouse & Pizza,On Premise,2) Draft and Package,440 Ridge Road,North Arlington,Bergen,Sales,Sales,1,39.00
Robin Feldman,42007,Vfw 809 (P),On Premise,2) Draft and Package,100 Main St,Little Ferry,Bergen,Bergen,Bergen,1,39.00
Robin Feldman,37010,Vfw Outwater (Z) Lane,On Premise,2) Draft and Package,340 Outwater Lane,Garfield,Bergen,Bergen,Bergen,1,39.00
Paul Mclaughlin,81029,Cosmo Club (Z),On Premise,2) Draft and Package,33-02 Morlot Avenue,Fair Lawn,Bergen,Bergen,Bergen,1,38.67
Brian Sengebush,191722,Jeffrey A Miller Catering,On Premise,2) Draft and Package,525 Waterloo Rd,Stanhope,Sussex,Sussex,Sussex,1,38.00
Chris Payton,80053,Paramus Courtyard,On Premise,3) Package Only,320 Rte 17 No,Paramus,Bergen,Bergen,Bergen,1,38.00
Robin Feldman,67006,Northvale Diner,On Premise,2) Draft and Package,247 Livingston St,Northvale,Bergen,Bergen,Bergen,1,38.00
Robin Feldman,34006,Bensi (P) (Shoprite Plza),On Premise,3) Package Only,459 Rt 17 S,Hasbrouck Heights,Bergen,Bergen,Bergen,1,38.00
Robin Feldman,51011,American Lgn Teaneck (Z),On Premise,3) Package Only,650 American Legion Dr,Teaneck,Bergen,Bergen,Bergen,1,38.00
Robin Feldman,25018,Tick-Tock Diner (A),On Premise,2) Draft and Package,281 Alwood Rd,Clifton,Passaic,Passaic,Passaic,1,37.00
Robin Feldman,23015,Disabled Amvets (P),On Premise,2) Draft and Package,315 Hazel St,Clifton,Passaic,Passaic,Passaic,1,37.00
Robin Feldman,38043,K Of C Lodi,On Premise,2) Draft and Package,39 Washington Ave,Lodi,Bergen,Bergen,Bergen,1,36.00
Robin Feldman,230115,Elks Post 2356,On Premise,3) Package Only,6 West Shore Trail,Sparta,Sussex,Sussex,Sussex,1,36.00
Nick Melissari,31051,Around The Clock Diner,On Premise,2) Draft and Package,1 American Dream Way,East Rutherford,Bergen,Bergen,Bergen,1,35.00
Office Tell Sell,22009,Paterson Fire Dept,On Premise,2) Draft and Package,226 Walnut Street,Paterson,Passaic,Passaic,Passaic,1,35.00
Allison Scott,12061,Raeya's,On Premise,2) Draft and Package,37 Berdan Ave,Wayne,Passaic,Passaic,Passaic,1,35.00
Brian Sengebush,230406,Bearbrook Valley,On Premise,2) Draft and Package,23 Players Blvd,Fredon Township,Sussex,Sussex,Sussex,1,34.00
Pablo Lopez,27100,Buenaaazo,On Premise,2) Draft and Package,87 Broadway,Passaic,Passaic,Sales,Sales,1,34.00
Robin Feldman,13014,Park West Diner,On Premise,3) Package Only,1400 Rt 46 W.,Little Falls,Passaic,Sales,Sales,1,34.00
Mike Ast,84011,The Madison Rose,On Premise,2) Draft and Package,2-4 Garber Square,Ridgewood,Bergen,Sales,Sales,1,34.00
Robin Feldman,81023,K Of C W Bergen,On Premise,2) Draft and Package,16-16 Maple Ave,Fair Lawn,Bergen,Bergen,Bergen,1,33.00
Robin Feldman,28025,Arlington Diner (A),On Premise,3) Package Only,1 River Road,North Arlington,Bergen,Bergen,Bergen,1,32.00
Brian Sengebush,230111,Rock Island Lake Club,On Premise,2) Draft and Package,485 Glen Rd,Sparta,Sussex,Sussex,Sussex,1,32.00
Dan Lagala,53005,Cliffs Steakhouse(A),On Premise,3) Package Only,18 Sylvan Ave,Englewood Cliff,Bergen,Bergen,Bergen,1,32.00
Robin Feldman,93016,Sangria Taps/Rest(Z),On Premise,3) Package Only,1033 Mac Arthur Blvd(Ctr),Mahwah,Bergen,Bergen,Bergen,1,32.00
Brian Sengebush,230104,Mohawk House (P),On Premise,2) Draft and Package,3 S Sparta Ave,Sparta,Sussex,Sussex,Sussex,1,31.00
Dan Lagala,49071,Chillers Grill (A),On Premise,2) Draft and Package,2191 Fletcher Ave,Fort Lee,Bergen,Bergen,Bergen,1,31.00
Robin Feldman,190714,Green Pond Yacht Club (Z),On Premise,3) Package Only,7 Dawson Drive,Green Pond,Morris,Morris 1,Morris 1,1,31.00
Robin Feldman,1032,Prime 374 - Seafood & Steak,On Premise,3) Package Only,374 Morestown Road,West Milford,Passaic,Passaic-FF,Passaic-FF,1,31.00
Anthony Palmisano,1007,The Greenwood Tavern,On Premise,3) Package Only,1934 Greenwood Lake Tpke,Hewitt,Passaic,Passaic-FF,Passaic-FF,1,30.67
Brian Sengebush,190206,Ombra,On Premise,2) Draft and Package,516 Main St,Boonton,Morris,Morris 1,Morris 1,1,30.42
Robin Feldman,231802,Candy's Pizza,On Premise,3) Package Only,452 Rte 206,Montague,Sussex,Sussex,Sussex,1,30.00
Nick Melissari,80057,On The Border Paramus,On Premise,2) Draft and Package,71 Rt17 Garden State Pl,Paramus,Bergen,Bergen,Bergen,1,30.00
Dan Lagala,49041,WOOGA,On Premise,2) Draft and Package,1296 Palisade Ave,Fort Lee,Bergen,Bergen,Bergen,1,30.00
